	c	e	g	l	m	n	r	x	i
3990	0.9	5.0	0	0	0	0.7	4.1	0.1	0
3991	5.0	1.5	0	0	1.7	2.6	1.0	1.7	0
3992	1.1	1.6	0	0	3.8	0.8	4.1	1.9	0
3995	0.3	1.0	0	0	0	1.6	3.0	1.6	0
401494	-1	-1	-1	-1	-1	-1	-1	-1	-1
4015	2.5	5.0	0	0.2	1.6	3.7	1.0	1.1	0
4017	0	5.0	0	0	0	5.0	5.0	0	0
4023	1.8	5.0	0.5	0.9	1.5	1.4	1.4	2.5	0
4025	0.7	5.0	0.6	2.0	0	0	1.2	0.4	0
403313	-1	-1	-1	-1	-1	-1	-1	-1	-1
4035	2.3	2.9	0	1.7	0	5.0	1.6	0	0
4036	0.9	1.9	2.4	4.4	2.1	0.7	2.8	0.2	0
4047	2.9	1.2	0	0	1.2	2.2	4.1	0.3	0
4048	4.8	4.2	0	0	0.2	4.6	0	0.5	0
4051	0.2	1.4	0.5	0	0.6	0.6	4.2	1.8	0
4056	0.7	1.4	0	0	0	5.0	5.0	0	0
4058	0	1.5	0	0.3	0.4	0	0.2	0.4	0
4067	4.3	1.5	5.0	2.5	2.5	5.0	0.6	0	2.0
410	1.4	4.0	1.6	4.8	0	0	4.1	0	0
411	0	4.2	2.5	4.6	2.0	0.7	4.2	0	0
4117	1.4	0	0	0	0	5.0	0	0	0
412	1.1	0.2	4.0	4.5	0.6	0.7	4.2	0.2	0
4121	4.4	0.4	5.0	0.6	0.6	0	4.1	0.5	0
4122	0	1.9	4.3	0	0	0	0.7	0	0
4123	4.3	1.1	0	1.0	0.8	4.5	0.7	0.7	0
4124	1.4	0.9	5.0	0	0	0	0.9	0.4	0
4125	2.4	5.0	0.9	5.0	0.6	2.0	1.2	0.4	0
4126	0	2.2	0	4.7	0	0	0.7	0.5	0
4128	2.1	1.5	0	0	5.0	2.1	0	0.7	0
4129	1.6	1.1	0	0	5.0	3.0	0.8	1.3	0
4139	2.6	0	0	0	0	2.0	0	0	0
4140	4.6	0	0	0	0	3.2	0	0	0
4141	5.0	0.4	0.2	0	1.0	4.1	0.2	1.0	0
4143	4.1	0	0	0	0.8	2.2	0.5	0	0
4144	4.3	0	0	0	0.3	3.1	0	0	0
4145	4.5	1.0	0.6	0	1.2	3.4	0	0	0
415116	4.4	0	0	0	0.8	1.3	0	0	0
4166	0.2	2.6	5.0	0.6	0.2	0	0.8	0	0
417	0.9	2.6	0.8	0.2	0	0.7	5.0	0.4	0
419	0	4.1	0.9	0	0	0	1.8	0.3	0
4190	4.4	0	0	0	2.8	0.3	0.7	2.2	0
4191	1.6	0	0	0	5.0	1.8	0	1.6	0
4193	4.5	1.3	0	0	2.1	5.0	0.7	0	0
4199	4.7	0	0	0	3.7	2.8	0	0	0
420	0	4.1	1.5	0	0.3	0	0	0	0
4200	2.1	0	0	0	5.0	0.4	0	0.7	0
4214	4.7	1.2	0	0	0.7	3.0	0	0	0
4215	4.4	0	0	0	0	3.8	0	0	0
4216	3.5	0.7	0	0	0	1.9	0	0	0
4217	4.6	1.2	0	0.5	2.2	2.6	5.0	0.8	0
4233	2.5	5.0	0	1.0	0.8	2.0	1.6	0.7	0
4234	4.5	0	0	0	0	5.0	0	0	0
4245	0	1.0	5.0	0.4	0.4	0	1.1	0	0
4247	0.8	0.8	5.0	0	0	0	0	0	0
4248	0	0.8	4.5	1.4	0	0	0	0.3	0
4249	0	1.4	4.6	0.6	0.3	0	1.8	0.5	0
4255	1.7	1.6	0	0	1.7	5.0	0	0.4	0
4257	2.8	0.8	0	4.0	5.0	2.8	4.4	4.1	0
4258	0.6	2.2	0	0.2	0.5	3.8	4.1	0	0
4259	1.3	1.1	0	0	1.2	3.3	4.1	0.4	0
427	2.7	5.0	0	5.0	1.1	5.0	0	0.4	0
4281	4.3	0.9	0	0	0	0	0	0	0
4282	4.8	5.0	0	0.6	1.1	4.6	0.6	0	0
4284	0	0.9	0	0	0	1.3	5.0	0	0
4293	3.5	0.6	0.3	0	0.6	2.1	0.7	0.5	0
4294	3.4	0	0	0	0.8	1.1	0.4	0.4	0
4296	3.1	0.5	0	0	1.1	1.1	0	0	0.7
4297	4.4	0.8	0	0	0	5.0	0	0	0
43	1.4	4.6	4.2	1.7	1.6	5.0	2.9	0	0
4329	0	0	0	0	5.0	4.3	0	0	0
4337	4.3	0	0	0	0.7	5.0	0	0	0
4338	5.0	0	0	0	1.4	4.0	0.9	1.5	0
4342	4.3	0.6	0	0	0	1.3	0	1.0	0
435	4.5	0	0	0	1.1	1.3	0.8	0	0
4351	4.5	0	0	0	2.6	1.9	0	0.2	0
4353	2.3	5.0	0	5.0	1.7	4.5	1.2	0.5	0
4357	4.3	0.7	0	0	4.6	1.2	0	0	0
4363	1.0	1.3	0	0	1.0	1.4	0	0	0
438	3.2	0.4	0	0	1.9	1.1	0	0.9	0
440	4.7	0.7	0	0	1.1	1.7	1.3	0	0
440138	0.8	0	0	0	0	0	3.5	0	0
440275	4.6	0.7	0	0	1.0	3.0	2.0	0	0
441024	1.4	0	0	0	4.6	1.4	0	0	0
441061	0.7	0.5	1.1	0	0.5	0.6	0	0.6	0
441282	5.0	0	0	0	5.0	1.6	0	0	0
443	4.6	0.3	0	0	0.7	3.6	0	0	0
444	1.2	0	0	0	1.2	1.3	5.0	0	0
445	5.0	1.0	0	2.0	3.2	3.8	2.0	0.2	0
4482	4.5	0.3	0	0	5.0	5.0	0.7	0	0
4486	0.5	1.8	0	0	0.5	1.3	0.6	0.5	0
4507	4.7	0.6	0	0	0.5	3.3	0	0	0
4512	-1	-1	-1	-1	-1	-1	-1	-1	-1
4513	-1	-1	-1	-1	-1	-1	-1	-1	-1
4514	-1	-1	-1	-1	-1	-1	-1	-1	-1
4519	-1	-1	-1	-1	-1	-1	-1	-1	-1
4522	4.3	0	0	0	4.3	0.6	0	0	0
4524	4.0	2.5	0	0	1.2	2.4	0	0	0
4535	-1	-1	-1	-1	-1	-1	-1	-1	-1
4536	-1	-1	-1	-1	-1	-1	-1	-1	-1
4537	-1	-1	-1	-1	-1	-1	-1	-1	-1
4538	-1	-1	-1	-1	-1	-1	-1	-1	-1
4539	-1	-1	-1	-1	-1	-1	-1	-1	-1
4540	-1	-1	-1	-1	-1	-1	-1	-1	-1
4541	-1	-1	-1	-1	-1	-1	-1	-1	-1
4547	1.3	3.2	3.3	0	0.8	0.8	5.0	1.7	0
4548	4.8	1.0	0	1.3	1.5	2.0	0	0.4	0
4552	4.0	1.8	0.2	0	0.8	2.2	0.2	0.4	0
4593	0	1.8	0	0	0.7	0	1.0	0.2	0
4594	3.2	0.7	0	1.2	5.0	0.8	0	0	0
4597	5.0	0.6	0	0	0.5	0.9	0	1.7	0
4598	5.0	1.6	0	0	1.8	0.5	0.5	4.4	0
4638	4.8	1.5	0	0	0	1.2	0.7	0	0
4645	2.9	0	0.7	0.9	0.9	2.7	0	0	0
4668	1.1	1.6	0	5.0	0	0	0.4	0.8	0
4669	0	5.0	0	5.0	0.2	0	1.2	0	0
4677	4.7	0	0	0	0.7	0	0	0	0
4694	4.0	1.5	0	0.1	5.0	1.3	0.8	0.1	0
4695	2.2	0	0	0	5.0	0	0	1.0	0
4696	0	2.5	0	0	5.0	0	0.3	0	0
4697	0.5	0.9	0.2	0	5.0	0.9	0	0	0
4698	2.7	0.7	0	0	5.0	0	0	0	0
47	4.7	4.3	0	4.0	2.1	4.5	0	1.6	0
4700	1.4	1.1	0.7	0.6	5.0	0	0	0	0
4701	0	0	0	0	5.0	0	0	0	0
4702	1.2	1.5	0	0	5.0	0	0	0	5.0
4704	1.6	0	0	0	5.0	4.0	0	0	0
4705	1.5	0	0	0	5.0	0	0	0	0
4706	1.1	0.9	0.8	2.0	5.0	4.2	1.0	0	0
4707	0.2	0.8	0	0.2	5.0	4.0	0.3	0	0
4708	0.2	0.1	0.1	0	5.0	0.7	0	0.1	0
4709	1.5	0.6	0	0	5.0	0.5	0	0	0
471	4.7	1.3	0	0.9	2.3	2.7	1.3	0.8	0.6
4710	1.5	0	0	0	5.0	4.5	0.2	0.6	0
4711	1.3	0	0	0	5.0	4.4	0	0	0
4712	1.4	0.8	0	0	5.0	4.5	0	0	0
4713	0.8	1.5	0	0	5.0	1.3	0	0	5.0
4714	0	1.1	0.3	0	5.0	0	4.0	0	0
4715	1.4	0.4	0	0.5	5.0	0	0	0	0
4716	1.1	1.0	0	0	5.0	0.4	0	0	0
4717	0	0	0	0	5.0	0	0	0	0
4718	1.1	0	0	4.0	5.0	1.1	0	0	0
4719	1.3	0	0	0	5.0	0.8	0	0	5.0
472	1.8	1.3	0	0.9	2.0	5.0	1.2	0	0
4720	1.6	0	0	0	5.0	4.4	0	0	0
4722	0.7	0	0	0	5.0	4.1	0	0	0
4723	4.0	0	0	0	5.0	0.7	0	0	0
4724	1.2	1.0	0	0	5.0	1.1	0	0	0
4725	1.0	1.2	0	0	5.0	0.7	0	0.2	3.0
4726	0.9	0.9	0	0	5.0	0.8	0	0	0
4728	1.4	0	0	0	5.0	1.0	0	0	0
4729	0	0	0	0	5.0	0.7	0	0	0
4731	1.3	0	0	0	5.0	4.6	0	0	0
4734	4.4	1.0	5.0	2.1	0.4	2.9	0.5	0	0
4750	1.7	0	0	0	0	5.0	0	0	0
4751	4.6	0	0	0	0	5.0	0	0.3	0
4752	2.4	0	0.9	0	0	5.0	0	0.3	0
4758	0	4.2	0.4	5.0	0	0	0	0	0
4759	4.6	0.5	0	1.6	0.4	1.8	0	0	0
476	0.2	0	3.0	0	0.5	0.8	3.0	0	0
477	0	0.8	0	0	0	0	0	0	0
478	0	0	5.0	0	0.7	0	5.0	0	0
48	4.8	0.9	5.0	0.5	4.6	1.2	5.0	1.6	0
480	0	0	0	0	0.8	0	0	0	0
481	0.7	0.3	0	0	0.3	0	0.3	0	0
482	0.4	0.2	0.3	0	0.3	0.3	0.2	0	0
4820	4.6	0	0	0	4.3	4.7	0	0	0
483	1.3	0.4	0	0	0.8	0	0.3	0	0
4830	5.0	1.4	0	0	2.8	5.0	0	0	0.8
4831	4.5	4.2	0	0.2	2.8	2.5	0	0.2	0
4832	4.0	2.5	0	0	1.7	0	0	0.1	0
4833	0	0	0	0	4.3	0	0	0	4.4
4835	4.7	0	0	0	0.5	4.6	0	0	0
4836	4.8	0.5	0.9	0	2.8	2.2	0	0	0
4837	4.3	1.0	0	0	1.1	1.3	0	0	0
4842	4.4	1.6	0	0	3.8	4.5	4.3	0	0
4843	4.2	1.9	0	0.8	2.3	4.3	0.9	5.0	0
4846	4.2	2.7	5.0	0.7	2.9	4.1	1.9	1.5	0
4850	4.4	1.2	0.3	0	1.0	4.1	0	0	0
4860	4.6	4.2	0	0	1.6	3.1	0	0	0
4862	4.5	0	0	0	0.7	5.0	0	0	0
4864	0.9	4.3	2.9	5.0	0.8	5.0	5.0	0	0
4881	1.2	1.7	0.8	0.9	0	2.7	1.4	0	0
4882	2.4	1.6	0	0	0.6	2.2	1.6	0	0
4891	1.7	5.0	5.0	5.0	4.3	5.0	0	1.7	0
4899	4.5	0	0	0	2.7	5.0	0	1.0	0
490	2.5	0.6	0	0	0	4.3	1.4	0	0
4905	4.8	1.0	4.0	1.8	0.5	0.6	2.1	1.0	0
4907	4.5	2.7	0	0.6	1.1	4.2	0	0	0
491	1.5	0.6	0	0	0.5	0	1.5	0	0
4914	1.5	2.0	4.0	1.5	1.6	1.8	0.7	0	0
4915	3.4	2.1	4.0	0	1.8	1.8	0.8	0	0
4916	2.1	1.7	0	0.3	0.4	2.7	0.4	0.6	0
4919	0	1.7	0.3	0	0	0	0.4	0	0
492	1.2	0	4.4	0	0.9	1.1	0.6	0	0
4920	0	0.4	0	0	0	0	0.6	0.2	0
4921	0	1.9	0	0.3	0	0	0.7	0.3	0
493	1.5	0.8	0	0	0.6	0.6	1.5	0	0
493869	2.6	2.2	0.1	0.1	1.0	0	4.4	0.1	0
4942	0.7	0.7	0	0.7	4.7	4.2	0	0	0
494551	4.5	0	1.0	0	0	4.6	0	0	0
495	1.9	2.1	1.5	2.5	2.1	1.3	1.3	0	0
4952	4.7	0	5.0	1.1	0.5	5.0	0	0	0
4953	4.7	1.5	0	0.9	1.3	3.5	0.5	0.7	0
496	0.2	0	0.3	0	0.2	0.3	0	0	0
4967	2.0	0.9	0	0	5.0	5.0	0.6	1.6	0
498	-1	-1	-1	-1	-1	-1	-1	-1	-1
50	3.8	0	0	0	4.9	0.6	0.5	0.8	0
5002	0	0.6	0	0	0	5.0	0.5	0	0
5009	2.2	0	0	0	5.0	1.0	0	1.1	0
501	4.7	1.4	0	0	4.7	3.7	1.2	0	0
5019	2.0	0.6	0	0	5.0	4.0	0	0	0
5033	0	1.8	0	0	4.4	0	5.0	0	0
5034	1.6	5.0	1.5	1.0	1.4	1.4	5.0	0	0.8
50484	4.8	0	0	0	3.4	5.0	0	0	0
50486	1.4	0.9	0	0	5.0	0.7	0	0.8	0
50487	0	5.0	0	2.0	0	0	0	0	0
50488	4.4	0.8	5.0	0	0	3.4	0	0	0
5049	4.6	4.2	0	0	0	4.4	0	0.3	0
5050	4.3	1.4	0	0	0	0.8	0	0	0
50506	5.0	1.6	0	0.5	1.7	1.5	5.0	0	0
50507	1.6	2.0	0	0	3.9	4.4	4.3	0	0
50508	0	0	0	0	0.8	0	0	0	0
5051	0.9	0	0	0.2	1.0	0.9	4.0	0.2	0
50515	0.6	1.6	4.7	0	0.7	0	0	0.4	0
5052	4.0	1.5	0	0	3.2	5.0	1.0	0.7	0
5053	4.7	1.0	0	0	0.8	1.2	0	0	0
5058	4.7	0.8	1.4	0	0	5.0	0	0	0
506	-1	-1	-1	-1	-1	-1	-1	-1	-1
50614	0.5	2.2	4.3	0	0	0.4	0.7	0.4	0
50617	2.6	0	1.0	1.0	0	0	0.9	0	0
5062	4.8	0.7	0	0	0.8	5.0	0	0	0
5063	4.7	0	0	0	0	0	0	0	0
50640	2.6	1.3	3.6	0	2.3	1.7	4.2	5.0	0
5066	2.5	5.0	3.6	0.2	1.1	0.7	0.9	0.3	0
5068	0.6	5.0	0	0	0	1.1	0	0	0
50700	1.1	1.6	0	0	0.8	0.3	0.5	0.7	0
5071	-1	-1	-1	-1	-1	-1	-1	-1	-1
50808	1.2	0	0	0	4.4	0	0	0	1.4
50814	1.8	0.1	0	0	0.9	0	4.4	1.2	0
509	-1	-1	-1	-1	-1	-1	-1	-1	-1
5091	4.5	0	0	0	5.0	1.8	0	1.3	0
5092	4.7	1.1	0	0	0	5.0	0	0	0
50940	4.6	0	0	0	0.2	0	0.2	0	0
5095	4.3	0	0	0	4.7	0	0	0	0
5096	4.0	0	0	0	4.7	0.5	0	0	0
51	4.3	0.7	0	0.7	1.7	4.4	0.5	5.0	0
51004	0	0	3.0	0	4.6	0	0	0	0
51005	4.4	0.5	0	0	1.4	2.0	0.4	0	0
51022	3.5	1.3	0	0	5.0	5.0	0	0	1.7
5105	4.5	0.5	0	0	3.8	2.5	0	0.8	0
51056	4.7	0	2.0	1.4	2.4	4.3	0	0	0
5106	4.0	0	0	0	5.0	2.0	0.5	0.9	0
51067	3.0	0	0	0	4.7	4.2	0	0	0
51071	4.5	4.0	0	0.2	0.2	4.5	0.8	0.3	0
51079	1.5	0.4	0	0	5.0	5.0	0	0	0
51082	4.3	0.8	1.9	0	0	4.8	0	0	0
51086	0	0	0	0	0.6	5.0	0	0	0
51099	4.7	0	0	0	1.1	1.6	0.8	1.6	0
5110	4.8	0	0	0	0	0	0	0	0
51102	2.1	0	0	0	5.0	3.0	0	0.6	0
51109	1.4	2.7	0.2	0.4	1.2	1.2	5.0	0.2	0
51111	-1	-1	-1	-1	-1	-1	-1	-1	-1
51129	0	5.0	0	0	0.9	1.2	0.7	1.7	0
51135	4.6	2.6	0	0	1.9	4.1	0	0	0
51144	1.1	2.6	0	0	0.3	0.4	4.4	0.7	0
51146	0	2.7	4.5	0.3	0	0	0.2	0	0
51148	0	1.0	0	0.6	0.8	1.6	3.8	0.6	0
51166	0	1.0	0	0	4.5	0	0	0.5	0
51170	4.0	3.4	0	0	0	0	2.4	0	0
51171	4.0	0	0	0	2.0	0	0	0	0
51172	0	1.0	3.5	2.0	1.2	0.9	0	0.5	0
51179	4.3	0	0	0	0	0.8	0	5.0	0
51181	1.8	0.8	0	0	2.3	3.1	0	1.4	0
51196	5.0	0	5.0	0	0	2.4	0	0.2	0
51205	0.5	0	1.7	0	5.0	0.4	0	1.0	0
51207	0	2.5	0	0	0	0	0.3	0	0
51227	0	0.5	0.3	0	0	0	5.0	0	0
51228	4.6	0	1.1	1.1	0	0	0.8	0	0
51231	1.9	0	0	0	0	4.6	0	0	0
51251	4.7	1.8	0.3	0	1.9	2.5	5.0	0	0
51257	2.0	0	0	3.3	0	0	5.0	0	0
51265	2.8	0	1.5	0	0	4.2	0	0	0
51268	4.1	0.6	0	0	1.5	0.6	0	5.0	0
5127	4.7	0	1.0	0	0	3.6	0	0	0
5128	1.6	0	0	0	0.8	4.1	0	0	0
5129	0.3	0	0	0	0.8	3.7	0	0	0
51292	4.1	0	0.3	0	2.5	0.3	0	0	0
51296	0	0	0	1.2	0	0	0.4	0.2	0
513	-1	-1	-1	-1	-1	-1	-1	-1	-1
5130	4.1	0	0	0	0.7	4.2	4.1	0	0
51301	0	0.9	4.6	0.7	0.1	0	1.8	0.1	0
51302	0	0.9	1.1	0	0	0.6	5.0	0.3	0
51303	1.4	2.4	0	0.2	0	0	1.9	0	0
51312	2.2	0.4	0	0	3.8	1.6	0	1.0	0.9
51347	3.1	1.2	0	0	2.3	3.5	0	0.2	0
5136	4.6	0.7	0	0	0	3.2	0	0	0
51366	4.7	0.8	0	1.1	0.6	5.0	0	0	0
5137	4.6	0	1.0	0.6	0	2.6	0	0	0
5138	5.0	0.3	4.0	0	5.0	5.0	4.0	0.3	0
51380	0.8	1.1	0	0.2	1.2	0.2	1.0	0	0
51382	4.4	0	0	0.7	0.5	2.8	0	0	0
5139	4.6	0	0	0	0	1.1	0.5	0	0
514	-1	-1	-1	-1	-1	-1	-1	-1	-1
5140	4.7	0	3.0	0	0	0.6	3.4	0	0
5141	4.4	1.4	0	0	1.2	4.4	1.2	0	0
5142	4.3	0.8	0	0	0.7	1.3	0	0.3	0
51422	4.6	0	1.5	1.0	1.3	4.5	0	0.5	0
51426	1.5	0	0	0	0	4.5	0	1.9	0
5143	4.5	0.3	0	0	0.4	0.7	0	0.4	0
5144	4.7	0.9	0	0	0.7	4.5	0.9	0	0
51444	0.8	1.3	0	0	1.8	2.4	0	0	0
51447	1.8	0	0	0	0.4	5.0	0	0	0
51449	0	4.4	0	5.0	0	0	0.8	0.6	0
5145	2.8	0	0	0	0.3	1.5	0	0	0
51458	0	0.9	0	0	0	0	0	0	0
5146	2.8	0	0	0	0.9	1.1	0	0.8	0
51465	3.2	0	0	0	0	0.8	3.8	0.6	0
51477	4.7	0	0	0	0	2.0	1.3	0.5	0
51478	0.9	0.9	0.3	0	1.6	0.3	4.0	0.4	0
5149	1.4	0	0	0	0.8	1.1	0	0	0
51495	-1	-1	-1	-1	-1	-1	-1	-1	-1
51496	0	0	0	0	0	4.7	0	0	0
515	-1	-1	-1	-1	-1	-1	-1	-1	-1
5150	5.0	1.5	0.3	0.3	0.3	0	0.6	0	0
5151	4.5	0	2.4	0	0.5	0.2	0	0	0
5152	2.8	0.5	3.0	0	0.4	2.4	3.0	0	0
51520	5.0	1.1	0.6	3.5	1.4	4.5	4.0	0	0
51529	4.1	2.2	0	0	0	5.0	0	0	0
5153	4.6	0	0	0	0	0	0	0	0
51540	4.3	0.2	1.5	0	2.0	0.8	0	0.2	0
51547	0.8	1.0	0	0	3.2	5.0	0.6	0.9	0
51548	2.1	1.2	0	0	2.5	5.0	0	1.0	0
51550	1.2	0.4	0	0	0.7	3.4	0	0	0
51557	1.6	0	0	0	0	1.6	0	0	0
51559	1.6	0	0	0	2.5	0	0	0	0
5156	0	1.4	4.0	0	0.6	4.3	0	0	0
51573	0	0.6	0	0	0	0	1.6	0.4	0
5158	3.0	0.8	0	0	0.9	2.4	0.6	0	0
5159	2.1	2.0	4.0	5.0	0.6	4.3	1.0	0	0
51592	1.5	2.8	0.8	0.7	1.2	5.0	1.1	0	0
516	-1	-1	-1	-1	-1	-1	-1	-1	-1
5160	1.9	0	0	0	5.0	4.1	0	0	0
51601	2.2	0	0	0	5.0	1.3	0	0	0
51604	0	1.0	0	2.0	0	0	5.0	0.4	0
51606	4.7	0	0.5	0	0	1.4	0	0	0
5161	0.4	0	0	0	5.0	4.0	0	0	0
51611	4.4	0	0	0	0	1.5	0	0	0
51619	3.5	0.4	0	0	0	1.5	0	0	0
5162	0.8	0.6	0	0	5.0	4.3	0	0	0
5163	0	0.7	0	0	4.8	4.1	0	0	0
5164	4.4	0	0	0	5.0	4.4	0.7	0	0
51645	2.2	0	0	0	0	5.0	0	0	0
5165	0.9	0	0	0	5.0	4.1	0	0.3	0
51651	4.3	2.0	0	0	5.0	0	0.5	0.3	0
51657	1.8	0	0	0	5.0	2.0	0	0.2	0
5166	1.2	0.9	0	0	5.0	1.5	0	1.7	0
51660	1.5	0.8	0	0	4.6	0.9	0	0.2	0
51661	0.6	2.6	0	0	0.8	1.4	4.6	0	0
5167	2.0	4.5	0	0	0.8	1.9	0	0.3	0
5168	0	5.0	1.0	0	0	1.0	1.0	0	0
5169	1.8	2.2	0	0	0.5	0.7	0	0.9	0
517	-1	-1	-1	-1	-1	-1	-1	-1	-1
5170	4.8	0.8	0	0	1.9	5.0	0	0	0
51700	2.5	0	1.9	0	1.4	2.5	4.0	0	0
51701	4.3	0.7	0	0	0	4.5	0	0.8	0
51702	4.1	1.9	0	0	1.0	3.5	0	0.3	0
51703	1.1	0	0	0	5.0	4.4	5.0	3.1	0
51706	2.0	1.8	0	0	2.2	1.5	4.2	0.4	0
5172	0	5.0	0	0	2.2	0	0.7	0	0
51727	4.3	0.8	0	0	1.8	4.3	0.2	0.3	0
51728	4.3	2.8	0	0	0	4.6	0	0	0
51733	4.1	0	0	0	0	0.3	0.3	0.3	0
51741	4.6	1.1	5.0	0.6	3.5	4.6	0	0	0
51755	0	0	0	0	0	5.0	0	0	0
51765	-1	-1	-1	-1	-1	-1	-1	-1	-1
51776	-1	-1	-1	-1	-1	-1	-1	-1	-1
518	-1	-1	-1	-1	-1	-1	-1	-1	-1
51805	0.5	0	0	0	5.0	1.8	0	1.1	0
51809	0	1.0	4.6	0	0.3	0	1.8	0.4	0
5184	2.3	1.4	0	0.7	0.8	4.4	0.6	0.6	0
5198	4.6	0.7	0	0	1.4	3.0	0	1.2	0
52	1.2	0	0	0	0	0	0	0	0
5205	3.2	0	5.0	0	0	0.6	5.0	0	0
5207	5.0	0	0	0	0	1.4	0.3	0.2	0
5208	3.9	0	0	0	0.8	4.5	0	0	0
5209	3.9	0.7	0	0	1.9	4.7	0	0.4	0
521	-1	-1	-1	-1	-1	-1	-1	-1	-1
5210	3.7	0	0	0	2.6	1.9	0	0	0
5211	5.0	4.0	0	0	2.3	2.6	0	0.8	0
5213	5.0	0.5	0	0	1.6	4.4	2.1	1.5	0
5214	4.8	0.6	0	0	1.2	1.2	0	1.2	0
5218	4.6	0	0	0	0	5.0	0	0	0
522	-1	-1	-1	-1	-1	-1	-1	-1	-1
5223	5.0	4.0	0	0	0.6	3.1	0	0.3	0
5224	4.5	0	0	0	0.3	1.5	0	0	0
5226	4.5	0	0	0	2.5	1.6	0.5	2.1	0
523	4.6	0	0	0.9	0.7	2.6	0	0.2	0
5230	4.2	4.2	0	0.7	1.3	1.5	0	1.2	0
5232	4.1	0	0	0.2	0.7	1.9	0	1.5	0
5236	4.1	4.0	0	0.6	1.4	0.8	0	0	0
5238	4.7	0	0	0	1.4	2.8	0	0	0
5243	2.7	1.7	0.8	1.2	1.4	3.1	1.0	0.7	0
5244	4.4	1.4	0	0	0	4.5	0.8	0.7	0
525	4.4	0	0	0.7	0.8	0	0	0.4	0
5250	1.0	0.6	0	0	5.0	2.2	0	0	0
5251	1.6	2.4	2.0	0	1.6	1.4	3.0	3.1	0
5255	4.1	0	0	0	0	0.2	0	0	0
5256	4.3	0.9	0	0	1.5	2.2	0	0	0
5257	4.4	0	0.8	0	0.3	0.4	0	0	0
526	4.2	0.3	0	1.0	2.3	0.6	0	0	0
5260	4.5	0	0	0	0.3	1.4	0	0.3	0
5261	4.5	0	0	0	1.4	1.4	0	0.3	0
5264	4.2	1.5	0	0	3.0	0.8	0	5.0	0
5265	1.9	5.0	5.0	2.1	1.0	1.8	5.0	0	0
527	0.7	0	0	4.4	0	0	0	0	0
5277	1.3	0.9	0.7	1.1	1.3	0.7	5.0	0.7	0
5279	0.6	0	0	0	0	0	5.0	0.3	0
528	4.7	0	0	0.7	0	2.8	0	1.3	0
5281	0	0.2	0	0.2	0	0	4.0	0	0
5283	0	0	0	0	0	0	5.0	0	0
5286	4.7	1.9	3.0	0.8	1.7	4.4	1.1	0	0
5287	4.5	0	0	0	0	4.3	3.0	0	0
5288	4.4	0.4	0	0	0.6	1.0	0	0.2	0
5289	4.6	0	1.2	5.0	0.9	1.9	1.3	3.0	0
529	4.5	0	0	1.1	0	2.4	0	1.4	0
5290	4.6	1.1	0.6	0	2.1	2.5	0.1	0.2	0
5291	4.3	0.8	0.6	0	0.7	4.2	0.7	0	0
5292	4.7	0.8	0	0.7	1.0	5.0	0	0	0
5293	4.4	1.1	0	2.0	0.9	1.6	0	0	0
5294	4.6	1.1	0	2.4	1.1	1.4	0.7	0.6	0
5295	4.6	0.8	2.0	0	0	4.3	2.3	0	0
5296	4.6	0	0	0	0	4.3	0.6	0	0
5297	4.3	0.1	0.9	0	0.1	2.5	1.2	0.1	0
5298	4.8	0	5.0	0.8	3.0	1.7	3.5	0.3	0
53	0.5	0.6	1.6	5.0	1.3	0.3	1.1	0	0
5300	4.6	0.5	0	0	2.0	4.8	0	0	0
5303	1.8	0	0.3	0	5.0	5.0	0	0	0
5305	4.5	0	0	0	0	4.1	0	0	0
5313	4.4	0	0	0	2.0	1.0	0.6	0.6	0
5315	4.8	4.3	0	0.6	2.1	5.0	0.6	0	0
5319	4.4	5.0	0.7	1.0	1.4	1.3	1.0	0	0
5320	2.2	4.8	0	0.7	1.0	1.1	4.0	0	0
5321	4.8	1.4	3.3	0	4.2	4.0	4.2	0	0
5322	1.0	5.0	2.0	0	0	0	0	0	0
533	1.7	0	0	0	0	0	0	0	0
5330	4.8	0.7	0	0	0	1.8	0.7	0.3	0
5331	4.6	0	1.6	0	0	4.7	0	0	0
5332	4.6	0	0	0	0	3.1	2.0	0	0
5333	3.9	0	0	0	0.6	1.2	0	0.3	0
5334	2.6	1.6	0	0	0	1.3	0	0.3	0
53343	1.0	0.2	0	0	5.0	2.2	0	0	0
5335	5.0	1.5	0	0	0.6	5.0	1.4	0	0
53354	5.0	0	0	0	1.3	5.0	0	0.8	0
5336	4.7	1.3	0	0	0	2.5	0.6	0	0
5337	3.3	0.7	5.0	1.1	0	3.7	4.1	0	0
5338	3.8	0.9	3.5	0.9	0.2	3.6	4.1	0	0
534	4.3	0	0	0	0	2.5	0	0	0
5340	2.5	4.9	0.3	1.6	1.3	2.1	1.0	0	0
5346	3.7	1.0	0	0.6	1.5	2.9	3.5	1.3	0
5347	4.7	0.8	0.8	0	0.8	5.0	0	0.4	0
535	4.6	0	4.4	4.2	0	4.3	1.3	0	0
5351	0	2.2	0.5	0.7	0.2	1.5	5.0	0.3	0
5352	1.1	2.4	0	0	0.8	0.5	5.0	0.4	0
5360	1.9	5.0	1.8	0	1.0	1.6	1.4	0.9	0
53630	4.5	0	0	0	0.8	2.2	0	0	0
5365	0	1.1	0	0	0	0	0.3	0	0
5372	4.2	0	0.8	0	0.2	2.6	1.6	0.5	0
